Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Mileage(kmpl),Engine(CC),Power(bhp),Car_Age(Years),Price(in Lakhs),Brand,Model
Hyundai Grand i10 Asta Option AT,Mumbai,2016,15000,Petrol,Automatic,First,5,18.9,1197.0,82.0,9,5.35,Hyundai,Grand i10
Honda Amaze SX i-VTEC,Chennai,2016,37000,Petrol,Manual,First,5,17.8,1198.0,86.7,9,5.25,Honda,Amaze SX
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2017,38712,Petrol,Manual,First,5,18.9,1197.0,81.86,8,5.87,Hyundai,Grand i10
Volkswagen Vento Diesel Comfortline,Kochi,2014,52400,Diesel,Manual,First,5,20.54,1598.0,103.6,11,5.36,Volkswagen,Vento Diesel
Maruti Ciaz 1.3 S,Bangalore,2016,23988,Diesel,Manual,First,5,28.09,1248.0,88.5,9,7.75,Maruti,Ciaz 1.3
Volkswagen Vento Petrol Highline AT,Kochi,2014,32283,Petrol,Automatic,Second,5,14.4,1598.0,103.6,11,5.41,Volkswagen,Vento Petrol
Hyundai i20 1.2 Magna,Bangalore,2010,52000,Petrol,Manual,First,5,18.5,1197.0,80.0,15,3.65,Hyundai,i20 1.2
Honda Brio VX AT,Pune,2016,32000,Petrol,Automatic,First,5,16.5,1198.0,86.8,9,5.25,Honda,Brio VX
Honda City i VTEC VX,Kolkata,2014,39000,Petrol,Manual,First,5,17.4,1497.0,117.3,11,6.25,Honda,City i
Tata Nano XT,Coimbatore,2017,14149,Petrol,Manual,First,4,23.9,624.0,37.48,8,3.47,Tata,Nano XT
Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,2006,103000,Petrol,Automatic,First,5,10.13,3498.0,364.9,19,8.85,Mercedes-Benz,S Class
Maruti Wagon R LXI BSIII,Pune,2004,82000,Petrol,Manual,First,5,14.0,1061.0,64.0,21,0.85,Maruti,Wagon R
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2015,34000,Petrol,Automatic,First,5,13.7,1798.0,157.75,10,13.65,Skoda,Superb Elegance
Audi Q7 35 TDI Quattro Technology,Coimbatore,2016,45180,Diesel,Automatic,First,7,12.07,2967.0,241.4,9,50.22,Audi,Q7 35
Maruti Swift ZXI Plus,Ahmedabad,2018,2000,Petrol,Manual,First,5,22.0,1197.0,81.8,7,7.75,Maruti,Swift ZXI
Toyota Innova 2.5 G4 Diesel 7-seater,Coimbatore,2011,82321,Diesel,Manual,First,7,12.8,2494.0,102.0,14,10.05,Toyota,Innova 2.5
BMW 3 Series 320i Sedan,Kolkata,2011,7000,Petrol,Automatic,First,5,12.05,1995.0,154.0,14,9.75,BMW,3 Series
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,27000,Diesel,Automatic,First,5,17.9,2143.0,136.0,10,23.0,Mercedes-Benz,GLA Class
Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,31271,Diesel,Manual,First,8,13.68,2393.0,147.8,6,21.42,Toyota,Innova Crysta
Maruti Esteem LX BSII,Jaipur,2003,55000,Petrol,Manual,Third,5,15.9,1298.0,0.0,22,0.7,Maruti,Esteem LX
Maruti Swift VDI BSIV,Delhi,2014,24000,Diesel,Manual,First,5,25.2,1248.0,74.0,11,5.21,Maruti,Swift VDI
Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,2009,147000,Diesel,Manual,First,7,12.99,2494.0,100.6,16,7.5,Toyota,Innova 2.5
Toyota Etios Liva GD,Delhi,2012,72351,Diesel,Manual,First,5,23.59,1364.0,0.0,13,2.65,Toyota,Etios Liva
Chevrolet Beat LT,Chennai,2010,115000,Petrol,Manual,First,5,18.6,1199.0,79.4,15,1.75,Chevrolet,Beat LT
Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2010,82000,Diesel,Manual,Second,5,13.8,1399.0,68.0,15,1.0,Ford,Ikon 1.4
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2016,20000,Diesel,Automatic,First,5,19.27,2143.0,170.0,9,33.0,Mercedes-Benz,New C-Class
Toyota Etios G,Kolkata,2011,45560,Petrol,Manual,First,5,17.6,1496.0,88.73,14,2.2,Toyota,Etios G
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Kochi,2017,57539,Diesel,Manual,First,7,12.8,2494.0,102.0,8,12.83,Toyota,Innova 2.5
BMW 6 Series Gran Coupe,Kochi,2018,20004,Diesel,Automatic,First,4,17.54,2993.0,313.0,7,68.94,BMW,6 Series
Skoda Rapid 1.5 TDI Ambition,Mumbai,2012,54500,Diesel,Manual,First,5,21.13,1498.0,108.4,13,4.1,Skoda,Rapid 1.5
Hyundai EON Magna,Jaipur,2016,27886,Petrol,Manual,First,5,22.0,814.0,55.0,9,2.85,Hyundai,EON Magna
Honda CR-V 2.4L 4WD AT,Mumbai,2007,66000,Petrol,Automatic,First,5,11.1,2354.0,158.8,18,3.7,Honda,CR-V 2.4L
Skoda Laura Elegance 2.0 TDI CR AT,Coimbatore,2013,72202,Diesel,Automatic,First,5,20.0,1968.0,138.1,12,9.06,Skoda,Laura Elegance
Skoda Laura RS,Delhi,2011,70000,Petrol,Manual,Second,5,13.4,1798.0,157.8,14,4.75,Skoda,Laura RS
Honda City i DTec S,Jaipur,2015,78233,Diesel,Manual,First,5,26.0,1498.0,98.6,10,6.6,Honda,City i
Tata New Safari 4X4 EX,Chennai,2007,120203,Diesel,Manual,Second,7,13.93,2179.0,138.0,18,3.5,Tata,New Safari
Maruti Zen Estilo LXI BS IV,Pune,2011,20575,Petrol,Manual,First,5,19.0,998.0,67.1,14,2.0,Maruti,Zen Estilo
Honda Amaze S i-VTEC,Mumbai,2013,39879,Petrol,Manual,First,5,17.8,1198.0,86.7,12,3.89,Honda,Amaze S
Renault KWID 1.0 RXL,Jaipur,2017,31056,Petrol,Manual,First,5,23.01,999.0,67.0,8,3.6,Renault,KWID 1.0
Maruti Ciaz AT ZXi,Mumbai,2015,50940,Petrol,Automatic,First,5,19.12,1373.0,91.1,10,6.95,Maruti,Ciaz AT
Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2016,99362,Diesel,Manual,First,5,22.54,1396.0,88.73,9,7.03,Hyundai,i20 Asta
Toyota Innova Crysta 2.4 ZX MT,Ahmedabad,2016,54000,Diesel,Manual,First,7,13.68,2393.0,147.8,9,16.5,Toyota,Innova Crysta
Maruti Ciaz ZDi Plus SHVS,Coimbatore,2016,54268,Diesel,Manual,First,5,28.09,1248.0,88.5,9,7.67,Maruti,Ciaz ZDi
Jaguar XF Diesel,Coimbatore,2012,94521,Diesel,Automatic,First,5,14.74,2993.0,270.9,13,23.19,Jaguar,XF Diesel
Hyundai Xcent 1.2 Kappa S,Kochi,2017,38932,Petrol,Manual,First,5,19.1,1197.0,82.0,8,6.21,Hyundai,Xcent 1.2
Porsche Cayenne Diesel,Coimbatore,2015,60395,Diesel,Automatic,First,5,16.12,2967.0,245.0,10,45.82,Porsche,Cayenne Diesel
Hyundai Xcent 1.1 CRDi S,Mumbai,2016,29000,Diesel,Manual,First,5,24.4,1120.0,71.0,9,5.95,Hyundai,Xcent 1.1
Audi A4 2.0 TDI Multitronic,Delhi,2011,58000,Diesel,Automatic,First,5,16.55,1968.0,140.0,14,11.0,Audi,A4 2.0
Maruti Ciaz RS ZXi Plus,Coimbatore,2016,60913,Petrol,Manual,First,5,20.73,1373.0,91.1,9,7.19,Maruti,Ciaz RS
Toyota Innova 2.5 G4 Diesel 8-seater,Delhi,2011,65000,Diesel,Manual,First,8,12.8,2494.0,102.0,14,6.4,Toyota,Innova 2.5
Mercedes-Benz New C-Class 220 CDI MT,Chennai,2015,26000,Diesel,Manual,First,5,15.8,2148.0,170.0,10,26.0,Mercedes-Benz,New C-Class
Hyundai i10 Sportz,Hyderabad,2016,19947,Petrol,Manual,First,5,20.36,1197.0,78.9,9,4.5,Hyundai,i10 Sportz
Hyundai i10 Sportz 1.2 AT,Chennai,2011,70816,Petrol,Automatic,First,5,16.95,1197.0,78.9,14,3.1,Hyundai,i10 Sportz
Maruti Baleno Zeta 1.3,Delhi,2015,54000,Diesel,Manual,First,5,27.39,1248.0,74.0,10,5.95,Maruti,Baleno Zeta
Maruti Zen Estilo 1.1 VXI BSIII,Delhi,2008,138000,Petrol,Manual,First,5,18.2,1061.0,64.0,17,1.2,Maruti,Zen Estilo
BMW 7 Series 730Ld,Chennai,2014,35000,Diesel,Automatic,First,5,16.46,2993.0,258.0,11,52.0,BMW,7 Series
Audi Q7 4.2 TDI Quattro Technology,Bangalore,2015,50000,Diesel,Automatic,First,7,11.33,4134.0,335.2,10,48.0,Audi,Q7 4.2
BMW X5 xDrive 30d,Hyderabad,2011,124652,Diesel,Automatic,First,5,11.7,2993.0,245.0,14,21.99,BMW,X5 xDrive
Maruti Ritz LXI,Hyderabad,2013,80264,Petrol,Manual,First,5,21.1,1197.0,85.8,12,4.3,Maruti,Ritz LXI
Nissan Sunny 2011-2014 Diesel XL,Pune,2013,125600,Diesel,Manual,First,5,21.64,1461.0,84.8,12,3.75,Nissan,Sunny 2011-2014
Toyota Corolla Altis 1.8 Limited Edition,Mumbai,2015,49000,Petrol,Manual,First,5,14.28,1798.0,138.03,10,8.95,Toyota,Corolla Altis
Toyota Etios VXD,Pune,2012,111000,Diesel,Manual,First,5,23.59,1364.0,67.1,13,4.75,Toyota,Etios VXD
Toyota Corolla Altis GL MT,Coimbatore,2016,33690,Petrol,Manual,First,5,14.28,1798.0,138.03,9,14.6,Toyota,Corolla Altis
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2012,50000,Diesel,Automatic,First,5,17.68,1968.0,174.33,13,17.5,Audi,A6 2011-2015
Maruti Ertiga ZDI,Kolkata,2012,38092,Diesel,Manual,First,7,20.77,1248.0,88.8,13,5.2,Maruti,Ertiga ZDI
Hyundai Grand i10 Sportz,Coimbatore,2017,47774,Petrol,Manual,First,5,18.9,1197.0,82.0,8,6.04,Hyundai,Grand i10
Tata Indigo CS LX (TDI) BS III,Chennai,2009,167000,Diesel,Manual,Second,5,19.09,1396.0,69.0,16,2.7,Tata,Indigo CS
Maruti Swift Dzire AMT ZDI,Chennai,2019,65000,Diesel,Automatic,First,5,26.59,1248.0,74.0,6,6.75,Maruti,Swift Dzire
Volkswagen Polo Petrol Highline 1.6L,Kolkata,2011,46000,Petrol,Manual,First,5,15.26,1598.0,103.5,14,2.35,Volkswagen,Polo Petrol
Tata Tiago 1.2 Revotron XZ WO Alloy,Hyderabad,2017,16500,Petrol,Manual,First,5,23.84,1199.0,84.0,8,5.0,Tata,Tiago 1.2
Honda City i VTEC VX,Kolkata,2016,39000,Petrol,Manual,First,5,17.8,1497.0,117.3,9,6.95,Honda,City i
Honda Amaze V Petrol,Jaipur,2018,6000,Petrol,Manual,First,5,19.5,1199.0,86.76,7,6.7,Honda,Amaze V
Audi A4 35 TDI Premium,Hyderabad,2015,60000,Diesel,Automatic,First,5,17.11,1968.0,174.33,10,25.0,Audi,A4 35
Volkswagen Vento Petrol Highline AT,Chennai,2011,97320,Petrol,Automatic,First,5,14.4,1598.0,103.6,14,3.75,Volkswagen,Vento Petrol
Volkswagen Vento Diesel Trendline,Chennai,2011,99807,Diesel,Manual,First,5,20.54,1598.0,103.6,14,3.75,Volkswagen,Vento Diesel
Honda City 1.5 S MT,Pune,2013,46000,Petrol,Manual,First,5,17.0,1497.0,118.0,12,5.1,Honda,City 1.5
Maruti Wagon R LXI,Mumbai,2010,12000,Petrol,Manual,First,5,22.5,998.0,67.04,15,2.45,Maruti,Wagon R
Skoda Superb 2.8 V6 AT,Kolkata,2005,13002,Petrol,Automatic,First,5,9.3,2771.0,193.1,20,3.25,Skoda,Superb 2.8
Honda City i DTEC SV,Kolkata,2014,26000,Diesel,Manual,First,5,26.0,1498.0,98.6,11,5.5,Honda,City i
Maruti Wagon R LXI CNG,Kochi,2014,68365,CNG,Manual,First,5,26.6,998.0,58.16,11,3.77,Maruti,Wagon R
Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,27833,Diesel,Automatic,First,5,0.0,2987.0,165.0,9,49.24,Mercedes-Benz,M-Class ML
Maruti Alto 800 LXI,Kochi,2016,51639,Petrol,Manual,First,5,22.74,796.0,47.3,9,3.04,Maruti,Alto 800
Hyundai i20 Magna 1.2,Delhi,2015,21000,Petrol,Manual,First,5,18.6,1197.0,81.83,10,4.9,Hyundai,i20 Magna
Ford Ecosport 1.5 DV5 MT Trend,Bangalore,2013,90000,Diesel,Manual,First,5,22.7,1498.0,89.84,12,6.25,Ford,Ecosport 1.5
BMW 3 Series GT 320d Luxury Line,Hyderabad,2015,36255,Diesel,Automatic,First,5,19.59,1995.0,184.0,10,33.0,BMW,3 Series
BMW X5 xDrive 30d,Chennai,2011,58000,Diesel,Automatic,Second,5,11.7,2993.0,245.0,14,27.0,BMW,X5 xDrive
Honda Amaze S i-Vtech,Coimbatore,2014,48997,Petrol,Manual,Second,5,18.0,1198.0,86.7,11,5.21,Honda,Amaze S
Ford EcoSport 1.5 Ti VCT MT Titanium,Mumbai,2014,31130,Petrol,Manual,First,5,15.85,1499.0,110.4,11,5.75,Ford,EcoSport 1.5
Jaguar XF 3.0 Litre S Premium Luxury,Coimbatore,2012,75668,Diesel,Automatic,First,5,14.74,2993.0,270.9,13,16.58,Jaguar,XF 3.0
Toyota Corolla 1.8 J,Delhi,2015,12000,Petrol,Manual,First,5,14.53,1798.0,138.0,10,11.0,Toyota,Corolla 1.8
Hyundai i10 Sportz,Pune,2014,90000,Petrol,Manual,Second,5,20.36,1197.0,78.9,11,2.8,Hyundai,i10 Sportz
Mercedes-Benz New C-Class C220 CDI Executive Edition,Kochi,2019,17320,Diesel,Automatic,First,5,15.8,2148.0,170.0,6,37.99,Mercedes-Benz,New C-Class
Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,2011,85000,Diesel,Manual,Second,5,20.0,1968.0,108.5,14,3.65,Skoda,Laura Ambiente
Ford Endeavour 4x2 XLT,Hyderabad,2007,130000,Diesel,Manual,First,7,13.1,2499.0,141.0,18,6.0,Ford,Endeavour 4x2
Ford Figo Petrol EXI,Coimbatore,2013,60328,Petrol,Manual,First,5,15.6,1196.0,70.0,12,4.54,Ford,Figo Petrol
Honda Amaze S i-Vtech,Kochi,2015,34327,Petrol,Manual,First,5,18.0,1198.0,86.7,10,5.4,Honda,Amaze S
Tata Indica Vista TDI LS,Mumbai,2014,75000,Diesel,Manual,First,5,19.1,1405.0,70.0,11,3.3,Tata,Indica Vista
Volvo XC60 D4 Summum,Hyderabad,2012,86000,Diesel,Automatic,Second,5,14.7,1985.0,163.0,13,18.25,Volvo,XC60 D4
Datsun Redi GO Sport,Bangalore,2017,12000,Petrol,Manual,First,5,22.7,799.0,53.0,8,3.1,Datsun,Redi GO
Hyundai EON Era Plus,Kochi,2013,57759,Petrol,Manual,First,5,21.1,814.0,55.2,12,3.84,Hyundai,EON Era
Maruti Alto 800 VXI,Kolkata,2016,24300,Petrol,Manual,First,5,22.74,796.0,47.3,9,2.44,Maruti,Alto 800
Volkswagen Polo Petrol Trendline 1.2L,Bangalore,2011,66000,Petrol,Manual,Second,5,16.47,1198.0,73.9,14,3.6,Volkswagen,Polo Petrol
Hyundai i10 Asta,Mumbai,2015,75915,Petrol,Manual,First,5,20.36,1197.0,78.9,10,3.9,Hyundai,i10 Asta
Nissan Sunny 2011-2014 XL,Chennai,2013,107000,Petrol,Manual,Second,5,16.95,1498.0,97.7,12,2.9,Nissan,Sunny 2011-2014
Toyota Corolla Altis G,Chennai,2008,86000,Petrol,Manual,Second,5,14.53,1798.0,138.1,17,3.5,Toyota,Corolla Altis
Hyundai Verna CRDi ABS,Chennai,2009,160000,Diesel,Manual,Second,5,18.1,1493.0,110.0,16,3.5,Hyundai,Verna CRDi
Maruti Alto 800 2016-2019 LXI Optional,Jaipur,2019,3000,Petrol,Manual,First,5,24.7,796.0,47.3,6,3.5,Maruti,Alto 800
Hyundai i20 Sportz 1.4 CRDi,Hyderabad,2015,72495,Diesel,Manual,First,5,21.9,1396.0,88.76,10,7.0,Hyundai,i20 Sportz
Hyundai Verna 1.6 CRDi AT S,Chennai,2016,33000,Diesel,Automatic,First,5,19.08,1582.0,126.2,9,8.7,Hyundai,Verna 1.6
Audi Q7 3.0 TDI Quattro Technology,Hyderabad,2014,60000,Diesel,Automatic,First,7,12.07,2967.0,241.4,11,45.0,Audi,Q7 3.0
Tata Indica V2 eLS,Hyderabad,2016,80103,Diesel,Manual,First,5,25.0,1396.0,69.0,9,1.8,Tata,Indica V2
Chevrolet Spark 1.0 LS,Kolkata,2007,42100,Petrol,Manual,First,5,18.0,995.0,62.0,18,0.99,Chevrolet,Spark 1.0
Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2018,4500,Petrol,Manual,First,5,18.9,1197.0,81.86,7,4.8,Hyundai,Grand i10
Toyota Fortuner 4x4 MT TRD Sportivo,Mumbai,2014,97000,Diesel,Manual,First,7,12.55,2982.0,169.0,11,17.95,Toyota,Fortuner 4x4
Mahindra E Verito D4,Chennai,2016,50000,Electric,Automatic,First,5,18.14,72.0,41.0,9,13.0,Mahindra,E Verito
Hyundai Grand i10 1.2 Kappa Asta,Kochi,2017,51223,Petrol,Manual,First,5,18.9,1197.0,81.86,8,5.66,Hyundai,Grand i10
Honda City 1.5 S MT,Delhi,2009,64000,Petrol,Manual,First,5,17.0,1497.0,118.0,16,3.1,Honda,City 1.5
Hyundai Elite i20 Petrol Asta,Kochi,2016,56911,Petrol,Manual,First,5,18.6,1197.0,81.86,9,6.54,Hyundai,Elite i20
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2015,147848,Diesel,Manual,First,8,12.8,2494.0,102.0,10,13.2,Toyota,Innova 2.5
Ford Mustang V8,Kochi,2018,21290,Petrol,Automatic,First,4,13.0,4951.0,395.0,7,56.8,Ford,Mustang V8
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14076,Diesel,Automatic,First,7,11.36,2755.0,171.5,6,19.4,Toyota,Innova Crysta
Maruti Zen Estilo 1.1 VXI BSIII,Ahmedabad,2007,75180,Petrol,Manual,First,5,18.2,1061.0,64.0,18,1.65,Maruti,Zen Estilo
Maruti Swift ZDi,Jaipur,2013,92000,Diesel,Manual,Second,5,22.9,1248.0,74.0,12,4.35,Maruti,Swift ZDi
Fiat Avventura MULTIJET Emotion,Hyderabad,2015,57266,Diesel,Manual,First,5,20.5,1248.0,91.72,10,6.5,Fiat,Avventura MULTIJET
Maruti Zen Estilo VXI BSIII,Delhi,2007,64000,Petrol,Manual,First,5,18.2,998.0,67.1,18,1.11,Maruti,Zen Estilo
Renault Duster 85PS Diesel RxL,Mumbai,2013,41000,Diesel,Manual,First,5,19.87,1461.0,83.8,12,5.5,Renault,Duster 85PS
Mitsubishi Pajero 2.8 SFX,Delhi,2012,45999,Diesel,Manual,First,6,10.5,2835.0,107.2,13,11.0,Mitsubishi,Pajero 2.8
Maruti Celerio VXI AT,Pune,2015,50000,Petrol,Automatic,First,5,23.1,998.0,67.04,10,3.9,Maruti,Celerio VXI
Tata Indica V2 DLS BSIII,Pune,2013,70000,Diesel,Manual,First,5,17.88,1405.0,48.21,12,1.8,Tata,Indica V2
Hyundai Elite i20 Petrol Asta,Kochi,2016,37540,Petrol,Manual,First,5,18.6,1197.0,81.86,9,6.22,Hyundai,Elite i20
Maruti Celerio VXI AT,Hyderabad,2014,44000,Petrol,Automatic,First,5,23.1,998.0,67.04,11,4.3,Maruti,Celerio VXI
Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,22500,Petrol,Manual,First,5,18.9,1197.0,81.86,8,5.99,Hyundai,Grand i10
Hyundai i20 1.2 Magna Executive,Delhi,2017,17431,Petrol,Manual,First,5,18.6,1197.0,81.83,8,6.0,Hyundai,i20 1.2
Hyundai Verna 1.6 SX VTVT (O),Delhi,2014,61566,Petrol,Manual,First,5,17.1,1591.0,121.3,11,5.85,Hyundai,Verna 1.6
Land Rover Freelander 2 SE,Kochi,2014,61730,Diesel,Automatic,First,5,12.39,2179.0,147.51,11,19.94,Land,Rover Freelander
Maruti Swift VXI BSIII,Chennai,2009,68000,Petrol,Manual,First,5,16.1,1298.0,88.2,16,2.9,Maruti,Swift VXI
Honda Amaze SX i-VTEC,Mumbai,2014,29000,Petrol,Manual,First,5,18.0,1198.0,86.7,11,4.25,Honda,Amaze SX
Toyota Corolla Altis Diesel D4DG,Hyderabad,2010,156210,Diesel,Manual,First,5,21.43,1364.0,87.2,15,5.99,Toyota,Corolla Altis
Honda Amaze S Diesel,Kolkata,2013,46500,Diesel,Manual,First,5,27.4,1498.0,98.6,12,3.3,Honda,Amaze S
Audi A6 3.0 TDI quattro,Coimbatore,2009,52830,Diesel,Automatic,Second,5,16.77,2967.0,241.38,16,8.08,Audi,A6 3.0
Maruti Wagon R VXI,Jaipur,2017,39867,Petrol,Manual,First,5,22.5,998.0,67.04,8,4.5,Maruti,Wagon R
Honda Mobilio E i DTEC,Hyderabad,2014,58972,Diesel,Manual,First,7,24.2,1498.0,98.6,11,6.5,Honda,Mobilio E
Honda CR-V 2.4 4WD AT,Bangalore,2006,66000,Petrol,Automatic,Second,5,10.1,2354.0,152.0,19,3.9,Honda,CR-V 2.4
Hyundai Verna 1.6 SX VTVT (O),Delhi,2013,52000,Petrol,Manual,First,5,17.1,1591.0,121.3,12,5.25,Hyundai,Verna 1.6
Hyundai Santa Fe 4x4 AT,Bangalore,2014,58000,Diesel,Automatic,First,7,11.72,2199.0,194.3,11,17.0,Hyundai,Santa Fe
Hyundai i10 Sportz AT,Ahmedabad,2012,58000,Petrol,Automatic,First,5,16.95,1197.0,78.9,13,3.5,Hyundai,i10 Sportz
Ford Fusion Plus 1.4 TDCi Diesel,Hyderabad,2008,75000,Diesel,Manual,Second,5,17.7,1399.0,68.0,17,3.0,Ford,Fusion Plus
Hyundai i10 Sportz,Coimbatore,2015,41008,Petrol,Manual,Second,5,20.36,1197.0,78.9,10,4.87,Hyundai,i10 Sportz
Hyundai Xcent 1.1 CRDi SX Option,Jaipur,2014,65000,Diesel,Manual,First,5,24.4,1120.0,71.0,11,6.0,Hyundai,Xcent 1.1
Skoda Superb Style 2.0 TDI AT,Mumbai,2015,19000,Diesel,Automatic,First,5,18.19,1968.0,174.5,10,15.5,Skoda,Superb Style
Ford Fiesta 1.4 Duratec EXI,Pune,2008,74000,Petrol,Manual,Second,5,16.6,1388.0,68.0,17,1.6,Ford,Fiesta 1.4
Maruti Baleno Zeta Automatic,Pune,2017,33000,Petrol,Automatic,First,5,21.4,1197.0,83.1,8,7.25,Maruti,Baleno Zeta
Skoda Laura 1.9 TDI MT Ambiente,Mumbai,2010,95000,Diesel,Manual,Second,5,17.0,1896.0,105.0,15,3.25,Skoda,Laura 1.9
Volkswagen Vento 1.5 TDI Comfortline,Kolkata,2012,34000,Diesel,Manual,First,5,20.64,1498.0,108.5,13,3.4,Volkswagen,Vento 1.5
Audi Q7 3.0 TDI Quattro Technology,Coimbatore,2014,102865,Diesel,Automatic,First,7,12.07,2967.0,241.4,11,30.5,Audi,Q7 3.0
Hyundai Verna VTVT 1.6 SX Option,Kochi,2016,52378,Petrol,Manual,First,5,17.0,1591.0,121.3,9,7.97,Hyundai,Verna VTVT
Mercedes-Benz New C-Class 220 CDI AT,Delhi,2012,38000,Diesel,Automatic,First,5,14.84,2143.0,170.0,13,13.51,Mercedes-Benz,New C-Class
Honda Amaze S i-Dtech,Kochi,2015,60334,Diesel,Manual,First,5,25.8,1498.0,98.6,10,5.43,Honda,Amaze S
Ford Fiesta 1.4 Duratec EXI Limited Edition,Chennai,2010,107000,Petrol,Manual,First,5,16.6,1388.0,68.0,15,2.6,Ford,Fiesta 1.4
Hyundai i20 Magna Optional 1.2,Bangalore,2013,445000,Petrol,Manual,First,5,18.5,1197.0,82.9,12,4.45,Hyundai,i20 Magna
Maruti Alto 800 LXI,Kolkata,2017,2196,Petrol,Manual,First,5,22.74,796.0,47.3,8,2.75,Maruti,Alto 800
BMW 5 Series 530i Sedan,Kolkata,2010,24000,Petrol,Automatic,First,5,10.6,2996.0,258.0,15,8.75,BMW,5 Series
Fiat Grande Punto 1.4 Emotion,Coimbatore,2015,44846,Petrol,Manual,Second,5,14.6,1368.0,88.7,10,5.41,Fiat,Grande Punto
Maruti Dzire AMT ZDI Plus,Kochi,2018,64035,Diesel,Automatic,First,5,28.4,1248.0,73.75,7,8.55,Maruti,Dzire AMT
Mahindra XUV500 W6 2WD,Mumbai,2014,45600,Diesel,Manual,First,7,15.1,2179.0,140.0,11,8.25,Mahindra,XUV500 W6
Volvo XC90 2007-2015 D5 AT AWD,Kochi,2014,102001,Diesel,Automatic,First,7,11.1,2400.0,200.0,11,23.58,Volvo,XC90 2007-2015
Hyundai i10 Sportz 1.2,Coimbatore,2014,47439,Petrol,Manual,First,5,20.36,1197.0,78.9,11,4.49,Hyundai,i10 Sportz
Toyota Fortuner 3.0 Diesel,Hyderabad,2010,193254,Diesel,Manual,First,7,11.5,2982.0,171.0,15,12.99,Toyota,Fortuner 3.0
Tata Nano XTA,Bangalore,2016,29000,Petrol,Automatic,First,4,21.9,624.0,37.48,9,2.8,Tata,Nano XTA
Renault Lodgy 110PS RxZ 8 Seater,Coimbatore,2016,51681,Diesel,Manual,First,8,19.98,1461.0,108.5,9,8.43,Renault,Lodgy 110PS
Audi Q7 3.0 TDI Quattro Premium Plus,Hyderabad,2015,50000,Diesel,Automatic,First,7,12.07,2967.0,241.4,10,47.5,Audi,Q7 3.0
Honda City i VTEC CVT VX,Mumbai,2016,42666,Petrol,Automatic,First,5,18.0,1497.0,117.3,9,8.95,Honda,City i
Renault Duster 110PS Diesel RxL,Jaipur,2013,65000,Diesel,Manual,Second,5,19.01,1461.0,108.45,12,5.5,Renault,Duster 110PS
Honda Amaze S i-VTEC,Jaipur,2014,18776,Petrol,Manual,First,5,17.8,1198.0,86.7,11,4.75,Honda,Amaze S
Honda Amaze S i-Vtech,Jaipur,2016,6714,Petrol,Manual,First,5,18.0,1198.0,86.7,9,4.75,Honda,Amaze S
BMW 3 Series 320i,Pune,2009,40000,Petrol,Automatic,Second,5,12.05,1995.0,154.0,16,9.5,BMW,3 Series
Maruti Ritz LDi,Coimbatore,2011,88539,Diesel,Manual,First,5,23.2,1248.0,73.94,14,3.77,Maruti,Ritz LDi
Honda City 1.5 S MT,Delhi,2012,65055,Petrol,Manual,Second,5,17.0,1497.0,118.0,13,4.25,Honda,City 1.5
BMW 3 Series 320d Sport Line,Mumbai,2014,23000,Diesel,Automatic,First,5,18.88,1995.0,184.0,11,19.9,BMW,3 Series
Volkswagen Jetta 2007-2011 1.9 TDI Trendline,Chennai,2009,60000,Diesel,Manual,First,5,15.0,1896.0,105.0,16,4.0,Volkswagen,Jetta 2007-2011
Maruti Swift Dzire LXI,Kochi,2013,59350,Petrol,Manual,First,5,19.1,1197.0,85.8,12,4.16,Maruti,Swift Dzire
Jaguar XF 2.2 Litre Executive,Bangalore,2015,19000,Diesel,Automatic,Second,5,16.36,2179.0,187.7,10,38.0,Jaguar,XF 2.2
Hyundai Xcent 1.2 Kappa AT SX Option,Kochi,2016,45560,Petrol,Automatic,First,5,16.9,1197.0,82.0,9,6.34,Hyundai,Xcent 1.2
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Pune,2009,118000,Diesel,Manual,First,8,12.8,2494.0,102.0,16,4.5,Toyota,Innova 2.5
Maruti Eeco 7 Seater Standard,Chennai,2016,55000,Petrol,Manual,First,7,15.1,1196.0,73.0,9,3.75,Maruti,Eeco 7
